Confession,Labels
"[""We really don't love each other\n"", '\n', ""I don't really love him -- I think I'm with him because he's the only one who will ever put up with me. Sad part is, I know the only reason he does so is because he is too afraid to leave because his self-confidence is so low. If he even had a bit more self confidence, he would never be with me, because he really doesn't love me either. We're together because we're afraid to be alone, not because we love each other.""]",0
"[""I Love You So Much I Can't sleep.\n"", '\n', ""To Her: I love you more than Life itself. What we have is something so incredibly beautiful everything and everyone else dims in comparison. I Love you so much I can't sleep. I know I make you mad sometimes because I'm busy but it makes me happy because I know your mad because we cant be together. No matter what happens our friendship will last a lifetime. I don't care what happens I will always be there. Nothing you ever say or do could make me love you any less. I don't care about a physical relationship. If I never held your hand again, or never kissed you, I wouldn't love you any less. People will scoff at me because I am a teenage boy and I'm supposed to be cool and be with as many girls as I can but I don't care. I may sound naive saying these things but they don't know me. They don't know what I am. They are merely cynical people who don't love enough. Sometimes I feel like you don't appreciate me though. I have never lied even once to you. I have even told you things that you didn't want to here if only because they were true and you needed to hear them. I never broke a promise that I have made to you. Whenever you have been down I have been there to pick you up. You may not have let me but I was there. I would take a bullet for you. It wouldn't be a hard decision. I have thought about it many times and I simply value your life more than my own. If my entire purpose of being alive and on earth was to keep you living I would be fine with that. Anyone who claims that I speak empty words is mistaken. They don't know me. They may think that I write this in a moment of infatuation but I have made a decision to love you. I don't feel like loving you, I have chosen to love you. We have had many hard times but even when you were at your lowest point and said things that you didn't mean. I never once stopped loving you. I'm sorry if I ever hurt you. I am just a man and I make mistakes, even with the best intentions. You compare me to many of your friends at school. The ones with big muscles who work out. I work out too. Maybe not as much but I guarantee you, I could beat any one of them. Even just out of sheer determination and will. I could beat them because I am fueled by love which I will never run out of and I would never give up. Know this: I Love You, and I always will. No matter what happens. I may not end up with you but I will never stop loving you.""]",0
"[""i'm trying to shine.\n"", '\n', ""my mom and i have had a pretty rocky relationship with a lot of ups and downs. she just divorced my dad, so i only see her about half of the time i used to. i recently survived a really bad accident, and it's given me a new outlook on life. i now feel that life is so precious and fragile, you should do the things that make you happy all the time. as long as it doesn't harm other people, do whatever you want as long as it makes you happy. it's important to look at the big picture, but it's also important to not focus on that so hard that you lose sight of what's right in front of you. it's important to be happy as much as possible. you need to do what's right by you, because you are the only person you'll have to live with forever. my mom doesn't seem to share the same perspective as me. she believes that it's important to be yourself and be happy, but she thinks it's only okay within certain social guidelines. we just argued for an hour about me getting my nose pierced, because she refuses to let me do it and says that if i really want it and feel that passionate about it, i'll just wait until i'm 18 and don't need parental consent. but from my viewpoint, if i want to do something now that has no long term effects and basically no short term effects, why wait? if i want it now, i should be able to do it now. when i'm eighteen i might not even want to get my nose pierced anymore. it's not like i'll regret wanting it, it's just a feeling. i understand that she doesn't like it and it's not how she pictured me, but it is up to me. in the long run, this really has no significance whatsoever. i guess my real frustration is with the fact that my own mom and i have such different viewpoints and i can't seem to get her to understand where i'm coming from. she says she understands everything i'm saying, and i don't really believe her. it's one thing to comprehend what someone is saying, and it's another to actually understand. she thinks that i want this piercing to somehow complete a part of myself, to heal a part of myself. well i'm healing all the time, and something like a nose ring isn't going to fix anything. she always tells me that i'm so intelligent and beautiful and i don't need a nose ring to feel pretty, but it's really not about that at all. i want to get my nose pierced because i like the way it looks. i had told her that it'll put me in a good mood, the same way a new pair of shoes or a necklace would make me feel. no one puts on new shoes and is indifferent, it always makes you feel kinda cool. so now i'm just sitting in my room freezing, and trying to get over this whole stupid fight about nothing.""]",0
"['hate turned forward\n', '\n', ""i've decided that even though i hate eveyone (aside from a few personal closies), i still want to be here and be personable. and what finally brought me round is a weekend at home cleaning my home and growing my plants, come end of the summer i'll have tomatoes, chives, basil, green pepper and cilantro. it's nice to look forward to my tiny weeny plants growing into less grocery shopping, and you know what? it makes a difference in this extrinsicly motivated society.""]",1
"['The ultimate housewife\n', '\n', ""I'm robbing from my husband: I keep taking $10,000 every month from our joint account and deposit the money in my overseas accounts--- I plan to leave him once I've stollen a million.""]",0
"['D\n', '\n', 'i try to keep the fact that i like you a secret, but then i do a bad job of it. i like the red in your hair']",1
"['Four Years\n', '\n', ""I've been in love with this guy for four years and even though he has moved on and i'm living good everyday i think about him. i pray for him more than i pray for myself. I know that he's happy but it doesn't make me happy because he's not happy with me he's with someone else. I love him so much, i'll give anything for the love and affection he shows her even though she doesn't deserve it. We haven't talk in like two years but i know him because he's one of my best friend's brother, but every time it's his birthday i call and say Happy birthday, this year i called and he just asked who is this and it killed me. i wake up in the middle of the night and just think about him. it's so bad now that i'm asking people how to fall out off love with somebody because it's killing me slowly. I don't want to cry anymore because i'm not with him, some tell me how to fall out of love...""]",0
"['I just need to get it out\n', '\n', ""Dear best friend: You are SO bad at being supportive and encouraging. Or maybe I'm just SO good at hiding how much your opinion matters. I shut up because I know you are living such difficult times right now, so I agree to make it all about you. But in the meantime, your silence hurts me and makes me cry when we discuss me. I won't ever tell you for real, but I ache to get it out.""]",0
"['the witch\n', '\n', 'i know someone who i trusted but was making things difficult and tried to hook my guy, so that name really means scum to me. whenever i think of her i think of hurting her. the thought of her suffering makes me happy, and if there wasnt any law on it i will hunt her down and shoot her like how they shoot rats in the alley. i have never hated someone so much before, maybe because of years and years of trust that i gave her even though she was not a good friend. when i finally realised her disgustingness, i was so angry i vowed to make her whole existence miserable from now on. i spam mailed her and am thinking of spreading rumours about her. i will never want to see her happy or rise up again. hopefully she ends up in a mental ward. i would wipe her off existence if i could.']",0
"[""I don't think\n"", '\n', ""I don't think college is for me. All my senses, all my reasonings tell me to go through the motions, do what I need to do to graduate, go to grad school, get a respectable job, make alot of money and support the family I don't even have yet. I suppose deep down somewhere a part of me wants this too, wants to lead the normal life.\n"", '\n', ""I'm enlisting in the Marine Crops. I feel the call in my heart and in my soul and I know that I don't want to live someone else's life. I'm still going to try to stay in college, but what happens will happen. I hope my girlfriend loves me enough to understand for I love her more than breath.\n"", '\n', ""I'm sorry mom and dad. I will make you proud in a different way.""]",0
"[""Fiance 'needs time'\n"", '\n', ""After 3 years of dating, she brings up that everything I complain about really bothers her... that I'm still in school, currently have no job, have unrealistic goals... etc. (Except that I am avidly looking for employment, have LOTS of goals, but they cannot be accomplished until I have my 4 year degree, oh, and I just 4.0'd a year of classes. She says she needs time, but to wait for her. I've been trying to talk it out with her for a month over why she feels this way... and two months ago was content and happy and estatic over planning our wedding. Leave me or don't... just don't leave me sitting here.""]",1
"['DEEP FEAR of being ALONE\n', '\n', ""I am just so scared deep down in my soul that i will never find someone to love me. i am scared, more than anything else in the world, that i will die alone, without that special someone in my life. I feel like there is noone i can talk to about this, and i feel like noone would ever believe that i feel like this. I just feel so alone, even when i'm around people. I just need that special connection with the man of my dreams. Oh how i long to find him.""]",0
"[""I'm dreaming of people I don't know, but them come to know\n"", '\n', ""Does this happen to anyone else? Has anyone besides myself ever had a dream that included people you don't know in your real life, and then after some time passes you meet them or pass them as you walk by? Or how about events or images? And then something happens or you see the image you couldn't get out of your head for a long time, not knowing why? This is happening more often than when I was a child. Even then I didn't know what to do. So, has this ever happened to anyone else or does anyone know what this is called? Thanks.""]",0
"[""I'm in love\n"", '\n', ""I'm in love with my best friend, who is also my neighbor??? It's a double edged sword...If I'm close to him, I feel the pain of him not loving me like that, and if I lose him, I feel lost??? I am a very optimistic person, but in this case I just wonder...Why did I even meet him? I'm being distant till I can figure something out???""]",1
"['steal\n', '\n', 'i stole my mothers credit card and used it. i used it even though i knew she does not have the money to pay it off and that if my father ever finds out he will leave our family. i feel like i want to die. the guilt is lingering throughout my body. i wish i could take it back, i wish i can fix it']",0
"['Married\n', '\n', 'I stay in my marriage for the benefit of my son. I am no longer in love my wife.']",0
"[""i'm not that\n"", '\n', ""i'm not that close to any of my friends anymore. it gets pretty lonely sometimes.""]",0
"['Regrets\n', '\n', ""I wish i had been better to my ex-girlfriend in the past, because now i realize i want to marry her in the future... i hope she still goes for it even though she's probably better off not.""]",0
"['ex gf\n', '\n', 'after three years of commitment, my girlfriend dumped me. so i hacked onto her art site, gave her a bad rep with others, and did the same with her aol account... that stupid idiot should use better passwords.']",0
"['why does he do that\n', '\n', ""Everytime I go to my boyfriend's house, he wants me to leave at 12:30... but when i say ill get the bus at 1 he says no. I know its stupid, but it makes me feel so lame that he doesnt want me to stay longer. I love him so much and i know he loves me back. but why does he do that?""]",1
"['I am faking it\n', '\n', ""I have a chronic condition called Myathenia Gravis. I have had it since I was about 10 and now I am 30. Its main characteristic is greneral muscle weakness all over the body. Because of certain treatment like chemo. I have developed a scarring on my body that stems from spots of infection not healing correctly. Now it looks as though my upper body was an experiment. Its bad. This affects me daily. People dont understand why I have no love in my life and what am I suppoed to say. Who do you think would want to see that everyday? I struggle with depression because of this and even though I have amazing friends and family there is always a distance I know they feel it but can't put there finger on what it is. They all love me and think I am the best thing ever but I am tired of pretending. I am not the happy go lucky guy I pretend to be all the time. I want out of this but nothing changes and I don't see an end to this charade I have built to be my life. I pray for someting to happen.""]",0
"[""why didn't you wait?\n"", '\n', ""It was just two years. You weren't even divorced, and now you're remarried and she's pregnant. What were you thinking? I think Christians brainwashed you. You can't even care for a cat, let alone a newborn. I hope she cries a lot and you don't know what to do. I hope you get a divorce. I hope your kid turns out to be a girly-girl. And I hope you contact me one day to tell me I was right.""]",0
"['foreva\n', '\n', ""im madly in love with him....ill always be....but i can't tell a soul""]",0
"['ex-friend\n', '\n', ""There was this guy that i fell in love with. we got on so well, and we'd always have the best time together. he said that he felt atracted to me, but since we were heading off to different universities, we shouldn't start a relationship. We went to our separate universities, but we still maintained a close friendship. Although he would date other guys (usually right before i would visit him), i still was very much in love with him, and i did mention it a couple of times and everytime he would say that i meant a lot to him and that he was attracted to me but that we shouldn't do anything. eventually, it came to the point where i felt that i should cut contact with him, because i couldn't stop myself from liking him. i told him this and we planned a good-bye visit. the visit went well, we had dinner and watched some movies, but when it came for him to leave i was hoping for somewhat of an emotional response. i walked him to his bus, all the while hoping he'd say something, maybe beg me to reconsider. he didn't. he got on the bus without even giving me a hug and just left. It's been months since i last saw/ spoke to him. Now, i despise him for not making more of an effort to try and keep me in his life. he makes me feel worthless. sometimes, i imagine myself going to his house and stabbing him and then killing all of his uni mates bare handed for somehow changing him and taking him from me. the most tragic thing though is that i really miss him.""]",1
"[""when i'm sick,\n"", '\n', ""when i'm sick, i like to infect others with my illness. preferably people i don't like. (like my roommate)""]",0
"['Class\n', '\n', ""I haven't gone to any of my classes, and I only have two days left to withdraw. I've been lying to everyone and telling them I'm going. I've really been sleeping. I also don't know if I'll be able to withdraw, because I owe the school so much money. I kind of suck at life.""]",1
"['Interview\n', '\n', ""I had a job interview, and I didn't really give it my best shot. I'm under a lot of pressure right now, or at least I was when I went on that interview, and the pressure made me think that I didn't want the job. But now that I realize I do want the job, I know I sabotaged my chances. It's not that I gave a bad interview, I just know I didn't give a good one, and I could have. My job field is very competative, and this would have been a great opportunity for me. Now that I didn't distinguish myself, I'm upset, but I have no one to talk to about it. No one would really understand. I just got scared and thought it would be better if I didn't get the job. Now I don't know what to think or feel. Will anyone read this and understand? I can't explain to anyone just what I'm feeling.""]",1
"[""Olsan's Revenge\n"", '\n', ""I was married and divorced a short time later. My husband remarried and had a baby a few years after our divorce. I was furious and jealous. I started sending nasty hateful emails to my ex and his new wife. When he responded, I showed my boyfriend how crazy my ex was. I soon told people that he was stalking me and made our friends make their websites private so that he couldn't stalk me. I even went so far, at the urging of my boyfriend, to call the police on my ex. I have since married my boyfriend and have three children. I continue to tell people that my ex stalked me so they will all think that he is crazy.""]",0
"['I want to fight\n', ""I am a 23 year old female, I am a professional, and I really want to fight. Not with anyone in particular, I just have frequent urges to just get in a fight with someone... I mean like a serious fight. I have not told anyone about this as I know no one would understand. Heck I don't understand either. But I am really close to just go out to a random bar and just pick a fight with another woman.""]",0
"['Mom is a burden\n', '\n', ""My dad left my mom 5 years ago when I was 20. Mom was sick at the time so I had to work while in collage and pay all the bills. I thought mom would bounce back in a year or two but she didn't at all, she didn't even seem to try. Now her health is fine but she is totally depressed and defeated. She doesn't work, she has no money, and depends on me for everything. I love her so much and would never dream of not caring for her, but I hate that I'm 25 and burdened by this. I can't move out of the city even though I'd love to go see the world. She calls me at least once a week and totally depresses me. If I don't go visit her for a few days in a row she gets practically suicidal. And what makes it worse is my older sister doesn't do half of what I do, she''s going to get married and move soon and leave me with all the responsibility. I just wish I could be free to live my life and that mom could be a happy, productive person.""]",0
"['my parents are\n', '\n', 'my parents are too demanding and i struggle too much and stress way too much and worry too much.... i am so undecisive and have problems in school']",0
"['Identity\n', '\n', ""Today I found out who I really am. I cried for hours.. It can be really tough realizing ones true identity, considering it has lurked in a corner of my mind for many many years. I don't know how to handle things from here, I hope everything will be okay..""]",0
"['509C\n', '\n', ""I've never had a friendship mean more to me. I've always been afraid to express emotion. I'm scared to death of losing you. I don't like her in anyway, but for you, I'll go through anything. I wish you could open your eyes and see that. Patience is a virtue, and I curse the boy that first told me that. I'll be here forever, unless you tell me different. Can we just talk? I love you.""]",1
"['FORE!\n', '\n', 'in elementary school in the 4th grade my class with another class was going to the state capital. we stopped at burger king for breakfast and we got alot a napkins and a straw for milk...(Mischeiviess grin) I liked to make every one look at me so i made the rest of the way fun. I spit spitballs at everyone on the bus! it was a really fancy bus. It had small tv screnes so I shot some at that, i shot some a the window near a boy i liked. Then i shot one up to the front and it landed in one of the popular girls hair! she lived by me and got so mad at me! I had to sit by the teacher on the way back which really stunk cause that meant no talking with my friends....']",0
"['Ex Is DALEEEEEETED!!!\n', '\n', ""I set up Facebook accounts for my husband and myself. He doesn't check his, but I log in every once in a while and let him know who has added him, etc. Tonight I noticed that his old college girlfriend had e-mailed him. This is an ex that he was having regrets about when I first met him (years ago, but whatever), and I just don't want to deal with that. I scoped out her profile, deleted the e-mail and changed his privacy settings so she can't look him up anymore.""]",1
"['Birthday Cake\n', '\n', 'I baked a birthday cake for a friend. I mixed the cake batter in a green plastic bowl. As I mixed, I noticed that bits of green plastic from the bowl were flecked in the batter. Rather than make a new cake, I added multi-colored sprinkles to hide the plastic. Everyone loved the cake.']",1
"['Love and Hate\n', '\n', ""I love a beautiful woman who thinks the world of me. But we are not together. She keeps meeting an abusive ex-boyfriend who scares her away from getting closer to me. It's gotten to the point where I think as much about killing him as I do about loving her.""]",0
"['Switcheroo\n', '\n', ""Sometimes I'll dress up like a girl and go into chatrooms with my cam on. Some guys start pming me and I play with them until I finally reveal I'm a man and they get disgusted and ashamed. I think it's really fun.""]",1
"['Where did I go wrong\n', '\n', ""I am currently in a relationship for almost seven years and I dont love him, in part because I found out things that Im not happy about but stay because I told him I forgive him and feel almost obligated. Then two years ago I saw my ex-boyfriend at a club (he did not see me) but it just brought back all these feelings that I have for him (I broke up with him, due to father-trust issues) Last year though I learned he got engaged and married. I've just become so depressed, since then because it should have been me. I've thought about him since that day I saw him and continue to. Every other day I pull out his letters he wrote me while in college and look at his pic.""]",0
"['i got though\n', '\n', 'i got though life by cheating and now im screwed cuz i dont know a damn thing']",1
"['procrastination is my\n', '\n', 'procrastination is my worst vice - i have so much to do but i never do it - i simply do everything else but schoolwork - i judge people a lot and i feel like i am right ninety percent of the time - people who disagree with me are stupid']",1
"['Witch and Fundie\n', '\n', 'I have been a practicing Wiccan for 30 years but Recently I connected with the Sky God Jesus and accepted Him. I found a funky little evangelical church and people think I\'m ""saved"" and totally with them but I\'m still a witch and do rituals honoring the Goddess and work spells from time to time. I also go to bible study and church and don\'t see why I can\'t be a witch and a christian but my church and new christian friends think Wicca is Satanism and they would flip out. So I\'m a Wiccan/Evangelical and nobody know except a few Wiccan friends who think it\'s quite funny. Full moon ritual on sat church on Sunday. I\'m sooo going to Hell!']",1
"['End of the line\n', '\n', 'if i never have children, i hope i die before my parents. otherwise there will be no one to place a stone on my grave and it will be as if i never existed... a confirmation of how i already feel.']",1
"[""I don't know if I ever loved you\n"", '\n', ""I don't know if I ever loved you. I loved you only because you loved me. I thought you meant security and humor, for the rest of my life, but then you left, slowly, and left me to do all of the compromising. But I still never loved you, not really. I grieved, but I knew I didn't love you. My grief was of what I'd given you, trying to make myself into a person that could be with you forever. But I knew I would rather be by myself than be with you. I knew that there was someone better, even though we haven't met yet. I knew that I'd rather be alone, or experiment than be with you. I knew that I was wasting my time by giving you everything. I knew that you were self righteously making me give up myself to be with you, and I let you, because I wanted to be able to give you everything. At least I know that you weren't worth it. There was nothing else I could have possibly given you.""]",0
"['simple\n', '\n', ""My best friend, roommate and hopefully future girlfriend was gone for six months and I saw her for the first time today. Words just can't describe how good it feels to be back in each others arms.""]",1
"['Unwanted Thoughts\n', '\n', ""Every day, I try to keep from willingly sinning. I am conscientious of what I say and do. Despite this, I have horrible thoughts that pop up into my head unwillingly. They started off as just one or two bad thoughts a day and it's now gotten up to 20+ unwanted thoughts a day. The thoughts are really horrible, ranging from flashes of my family's pet dog being stabbed repeatedly to my friends being decapitated--things that are so repulsive to me that I can't believe that I am even capable of such thoughts. I've tried to pray the thoughts away, but they still haven't subsided. I hate them and they scare me, but I don't know what to do. I don't want to go to a psych because I don't want anyone to know that I have this problem. I feel like an evil person. I wish someone could help me.""]",0
"['Karma sux\n', '\n', ""I am in love with this girl I work with, she is beautiful, athletic, charming, intelligent and very dark and mysterious. I love everything about her even her glasses. shes always at the computer and i'm always, doing field work. but some how I know she feel the same way. I met her in the military, me and her were in A/s school together and people just thot we were weird because we always sat alone, through texas, california, and Japan, we suffer though our job, harsh studying, taking orders, waking up at 2 in the morning, doing stupid drill. and endurance training . When I see her, It was like, I'm in a dream, she enchanted me with her haunting beauty, her humble eyes, and with her beautiful smile. I know we can't be together so I decided to get myself kicked out of the military. I love her so much, I thought it would be a good thing to get kick out, but it was a big mistake, I was put in jail, I had no money, no direction, I mean I'm just a kid that join after high school, now I'm out, and regreting that I will never see her again, I am such a dumb azz......, Now the Government hate me, even tho I serve 2 and a half years, my family don't know what to think of me and realizing I will never see her again, Kills me. I got a cell phone with everyone in the military number and got it stolen, now she don't know where I am, and I don't know where she is since the military sometime require everyone to travel. I can not get over the pain and my best friend told me to move on but I have no idea how to, i just can not forgive myself,... all my energy and intelligent that I had before left me, I was fast and strong and have a good head on my shoulder, now, I feel like everything I know and do is a waste I am Depressed. is like I'm holding your breath under freezing cold water. repeating in my mind over again and again I'm all alone, and i felt that no one would understand me..... Karma sux.""]",0
"['I hope to god...\n', '\n', 'i know that i am in love with you,even though we have never met. I feel it hard in the pit of my stomach.You have helped me so much & finally i am starting to feel complete.You let me depend on you when i keep afloat by myself.Because of you i feel beautiful & i am no longer ashamed of my ""kinks"". But i am so afraid i won\'t be attracted to you & that i\'ll ruin everything. Your beautiful,& i hope to god i will be able to see that in person.']",0
"['STILL LOVE HIM\n', '\n', ""It's been 2 almost 3 years since we broke up. I broke up with him, because it seemed as if he never had the time for him. Now 2 -3 years later i still always think about him form time to time. I've been in 2 long term relationships (2 one-ish year relationships) since i broke up with him, yet i still have abnormally strong feelings for him. Everytime i see him my heart skips a beat and my body freezes. What's stupid is, i only dated him for 3 months and yet he has this lasting effect on me. I know what he does and who he likes, yet he knows nothing, about me anymore? I still love him to this day, yet he doesn't notice me. I really do still miss him, and i do hope one day he'll notice me because i've always been watching over him in a way.""]",0
"['No sadness here\n', '\n', ""My dad never did anything to hurt me, my sisters, or my mom, yet I was relieved when he died. It's so much easier telling people that my dad passed away than it was telling them that he didn't care enough to be a part of my life.""]",0
"[""i don't wanna hear\n"", ""you talk about me being annoying when i am drunk, if i keep my mouth shut when you make me wanna shoot myself when you're wasted, because i'm a good friend. it also hurts to hear that yall talk about me as annoying when i had the biggest let down in my life, while i was there holding you for yours. and i always will be. i hope you feel terrible and don't know what to say to me. i sometimes wish i could die, just so everyone would realize what they were to me was nothing like i was to them.""]",0
"['Guilt\n', '\n', ""I want to feel the guilt. My fantasies are about guilt producing things, the more vile the better. I can't make it stop. The shame of my actions is the payoff. It is one of the most powerful feelings that I experience. It shoots through my body and tells me I am alive.""]",0
"['i feel worthless,\n', '\n', ""i feel worthless, i feel like my life is worthless, and the saddest part is that i couldn't care less. i hear about death, disease, starvation, the death of someone i know, but i couldn't care less. i've moved over 10 times, but each time i have to switch places and friends i just ignore my previous friends like they don't exist, and they might as well not exist because i don't care about them anymore.\n"", '\n', ""All i can do to make this emptiness and disappointment in myself go away is hang out with my friends, play video games, watch TV, read a book, etc. i enjoy myself while i'm doing these things, but when they end and i am left alone, i feel emptiness again, almost as though nothing happened. this is the reason i feel worthlessness. not because i have done something wrong, but because i have done nothing at all.\n"", '\n', ""i try to make myself feel like my life has value. i work out, go to class, volunteer, and countless other things, but i still feel like it all means nothing. part of the problem is dreams. i dream of what i want to be, but dreams don't mean anything. dreams are worthless if they can't be fulfilled, and perhaps i expect too much out of myself. perhaps i expect my life to be greater than it really could be at this age (20), but i feel like it should be more than this boredom.\n"", '\n', ""i would like to give my life value so i can feel like i am accomplishing something, but i don't know what there is that is worth doing. i look around; i talk to people; i hate them for doing more than me. for being so stupid and doing more than me. but most of all, i hate them for not being like me; for not realizing how little their lives mean. but i guess it's selfish to want people as miserable as me just so i feel less alone.\n"", '\n', ""in the end, all i have is misery. all i have are comforts that are momentary. people talk about americans living for instant gratification, but that isn't what i live for. i live for instant amnesia. for moments of happiness that make me forget just how miserable i was and will be once i am alone again.""]",0
"['plastic surgery nut\n', '\n', ""I don't know why you bothered getting restilin in your super skinny lips, you look ridiculous. You could have really used some work on your eyes instead.""]",0
"['Party On\n', '\n', 'Last night, my friend and I called the cops on our neighbors while they were having a party. 3 showed up, and although I feel bad about it, I am glad that they got in trouble. :)']",0
"['Im mixed up\n', '\n', ""I'm all mixed up inside. I dont know why i have such a problem with this. It's guys. I cant get close to them and i cant keep any of them. Why do i have such a problem opening up to them?""]",0
"['i hate myself\n', '\n', ""I hate myself. I am afraid that I will lose everyone in my life because I am selfish. I am depressed and the only person who I can think about is myself and my own problems. I don't want to be alone I am so afraid of being alone.""]",0
"['bad life choice\n', '\n', ""i like bad relationships. ones where there's suspicion and paranoia. and i found a good girl. im rele rele trying to be the best i can. but i keep thinking back to ex gfs. my current isn't risky enough. no excitement. i wanna get back with my ex rele bad and i feel horrible about it.""]",1
"['BOYs\n', '\n', ""well... I've been going out with my boyfriend for over a year now, but recently I've made a great friend with this amazing guy. My boyfriend realises that this guy would funnily be a perfect match for me, even more than he is. The problem is, I am always thinking of this other guy and not my boyfriend. This guy can make me laugh and smile a lot more then my boyfriend can. This guy is intelligent, funny, good looking, but also we have the same beliefs. I really am confused, and now, even his friends realise that this guys would be a better boyfriend for me...I don't know what on earth to do! if i break up with my boyfriend then it will break his heart. Should I stay with him? Even if I broke up with my boyfriend to go out with this guy.... so i wouldn't be in a better position, in fact I would be in a worst situation, as it would mean I wouldn't be able to talk to this guy at all! as he is my boyfriends friend... sorry for boring whoever has read this! but, this is my situation and i needed to get this off my chest and out into the open! thanks!""]",1
"['i still cry\n', '\n', 'i dont wanna be cocky. but i think im a pretty decent guy. not too hard on the eyes. generally confident. athletic. smarter then most of my class. but with all that i still am torn apart by my ex gf. we broke up almost a year ago. and i still find myself thinking about it n getting all teary eyed. just hearing a song i listened to when we were together. or smelling the perfume she used to wear in a store. it happens everywhere. shes the only thing that ever cld make me cry. and i cant seem to stop. i havnt even seen her for a good 6 months. i dunno what to do. im not sure if i can ever feel the same about another girl. and trust me. iv tried. its just not the same. im so disconnected and spacy about girls now. im not interested in beautifuly shaped school girls walking by. i barely notice when there talking to me. im just not interested anymore. i just think of my ex i cant stop.']",0
"['Intervention\n', '\n', 'I watch the show Intervention.... hoping some day that someone will love me enough to want to help me that way.']",1
"['My Boyfriend\n', ""My boyfriend is ugly, but he treats me so good, we tell each other that we love each other, but i dont mean it and i feel bad because i know he does... and he cheated on me 2 months ago with this girl and now she is pregnant... i have his passwords to his msn and everything and he doesnt know that i use his account to creep on my ex's he would be pissed, he is so jealous all the time of all my guys friends every though i assure him he has no reason to be jealous my best friends knows the whole situation and wants me to leave him but i dont want to, i care about him and want to be with him but at the same time i want so much to get away from him, he drives me insane!!!!""]",0
"[""I'm going away. I'm going to college so I can find people who love to think, to read, to write, to be themselves, to dream. Not to be stuck in some little nothing town, thinking nothing thoughts.""]",0
"['Jerk in Yaris\n', '\n', 'Today this guy was a jerk on the road in front of me. Long story short he pissed me off. So I followed him to a parking lot and screamed out the window that he was an idiot for a couple minutes while he smiled at me and walked towards the mall. I want to find that guy and run him over. I feel bad for screaming at a stranger, but that guy was a idiot!']",0
"['I Cheated On Him\n', ""I loved my boyfriend very much, but he didn't treat me right. I was introduced to his best friend after he moved back into town, and we really hit it off. His best friend told me that my boyfriend didn't treat me right, and that I deserved someone better.""]",0
"['I am married and hes with my best friend\n', '\n', 'First let me give you some history. I have known Xavier since I was 5 yrs old our families were close and all of us kids grew up together there was 8 of us I was the only girl. We were all about the same age give or take a few yrs. I had a crush on Xavier from the beginning but of course never said anything. When we got older like 13 14 yrs old I sensed maybe he liked me too. But of course nothing was said, one day when i was 15 I was at his house and I called my boyfriend at the time Daniel who broke up with me so I was sad Xavier tried to cheer me up he put on the radio and we were dancing then a slow jam came on LL COOL J singing hey lover we were dancing real close but me in my scared little mind pulled back and told him i was sleepy, We never said anything about 3 months later he got locked up and he decided to tell me how he felt I would go see him write to him all that eventually he was sentenced to 8 yrs in prison I was 15 he was 17. I did keep up the writing 4 a while too then I was 17 I met the man who is now my husband Eddie. When I was 18 I met the girl who is now my best friend she also was at the time Xaviers cousin Juans girl. Well ME AND HER GOT PREG AT TH SAME TIME AND GREW CLOSE FAST FORWARD NOW i AM 27 YRS OLD...i HAVE 3 KIDS she has 2 i stayed with Eddie she left Juan. Well Xavier got out of prison when I was 23 and came to my house I told him i loved eddie and avoided him at all costs and me and my best friend had a falling out when i was 22 somehow now shes with Xavier and we are all friends. The whole little crew ya know the 8 of us that have known each other for 22 yrs told me that Xavier still loved me I refused to believe but after spending time with him those old feeling came rushing back and somehow it started with a stolen kiss here and there till we finally got together and now I am so confused I do love Eddie but I am not sure if its just love of being with him 4 10yrs or if i am still in love with him but I do know I cant stop thinking of xavier. What am I gonna do?']",1
"['Mistreated a classmate\n', 'When I was in first & second grade, I was involved in harassing & making fun of a girl in my class. I think she was from a rather poor family & would sometimes come to school without bathing or not dressed appropriately for the weather. Once, a ""friend"" pointed out that she was not wearing underpants as the whole class sat in a circle & listened to the teacher read. We sat & whispered & giggled about it until the girl realized what we were doing. She was just mortified. I\'m 40 years old & I\'ve done worse things than this, but THIS is the thing I\'m most remorseful for. She moved away a couple of years later & I have no way of finding her to apologize. I\'m actually afraid that if I were to track her down & apologize, she would just tell me to go to hell. I hope she has had a good life & I\'m terribly sorry for my behavior. I hope she would forgive me but I\'m not a forgiving person myself & it\'s a horrible way to live. - M']",0
"[""I'm not happy with my marriage and I'm tempted to cheat.\n"", '\n', 'I have been married for over four and a half years. It has not been an easy marriage but at this point in time we are doing okay...minus the fact that everything he does annoys me, he can\'t kiss, and the only reason I stay with him is because I\'m afraid to be alone...and I recently met a guy who I am very attracted to. Since we met we have been in contact nearly every day, and I know that if I called him right now and said meet me for dinner this day at this time"" he would do it']",0
